date;cash_type;money;coffee_name
06/09/2024;card;32.82;Latte
06/09/2024;card;32.82;Hot Chocolate
06/09/2024;card;18.12;Espresso
06/09/2024;card;18.12;Espresso
06/09/2024;card;32.82;Latte
06/09/2024;card;32.82;Latte
07/09/2024;card;32.82;Latte
07/09/2024;card;23.02;Cortado
07/09/2024;card;23.02;Cortado
07/09/2024;card;23.02;Cortado
07/09/2024;card;27.92;Americano with Milk
07/09/2024;card;27.92;Americano with Milk
07/09/2024;card;23.02;Cortado
07/09/2024;card;23.02;Americano
07/09/2024;card;18.12;Espresso
07/09/2024;card;18.12;Espresso
07/09/2024;card;32.82;Latte
07/09/2024;card;27.92;Americano with Milk
07/09/2024;card;23.02;Americano
07/09/2024;card;18.12;Espresso
07/09/2024;card;32.82;Latte
07/09/2024;card;23.02;Americano
07/09/2024;card;18.12;Espresso
07/09/2024;card;32.82;Cocoa
07/09/2024;card;32.82;Latte
07/09/2024;card;32.82;Latte
07/09/2024;card;32.82;Latte
07/09/2024;card;32.82;Latte
08/09/2024;card;23.02;Cortado
08/09/2024;card;23.02;Cortado
08/09/2024;card;23.02;Cortado
08/09/2024;card;23.02;Cortado
08/09/2024;card;23.02;Cortado
08/09/2024;card;23.02;Americano
09/09/2024;card;32.82;Latte
09/09/2024;card;32.82;Cappuccino
09/09/2024;card;27.92;Americano with Milk
09/09/2024;card;32.82;Latte
09/09/2024;card;32.82;Latte
09/09/2024;card;32.82;Hot Chocolate
09/09/2024;card;32.82;Latte
09/09/2024;card;27.92;Americano with Milk
09/09/2024;card;27.92;Americano with Milk
09/09/2024;card;32.82;Latte
09/09/2024;card;18.12;Espresso
09/09/2024;card;32.82;Latte
09/09/2024;card;23.02;Americano
09/09/2024;card;32.82;Latte
09/09/2024;card;32.82;Latte
09/09/2024;card;32.82;Cappuccino
09/09/2024;card;32.82;Latte
10/09/2024;card;32.82;Hot Chocolate
10/09/2024;card;32.82;Cappuccino
10/09/2024;card;23.02;Cortado
10/09/2024;card;23.02;Cortado
10/09/2024;card;32.82;Cappuccino
10/09/2024;card;27.92;Americano with Milk
10/09/2024;card;32.82;Latte
10/09/2024;card;32.82;Latte
10/09/2024;card;27.92;Americano with Milk
10/09/2024;card;23.02;Americano
11/09/2024;card;32.82;Latte
11/09/2024;card;27.92;Americano with Milk
11/09/2024;card;32.82;Latte
11/09/2024;card;32.82;Cappuccino
11/09/2024;card;27.92;Americano with Milk
11/09/2024;card;32.82;Latte
11/09/2024;card;32.82;Latte
11/09/2024;card;23.02;Cortado
12/09/2024;card;18.12;Espresso
12/09/2024;card;27.92;Americano with Milk
12/09/2024;card;27.92;Americano with Milk
12/09/2024;card;32.82;Cappuccino
12/09/2024;card;23.02;Cortado
12/09/2024;card;23.02;Cortado
12/09/2024;card;23.02;Cortado
12/09/2024;card;23.02;Cortado
12/09/2024;card;32.82;Latte
12/09/2024;card;23.02;Americano
12/09/2024;card;32.82;Cappuccino
12/09/2024;card;23.02;Cortado
13/09/2024;card;32.82;Latte
13/09/2024;card;32.82;Latte
13/09/2024;card;32.82;Latte
13/09/2024;card;32.82;Latte
13/09/2024;card;27.92;Americano with Milk
13/09/2024;card;27.92;Americano with Milk
14/09/2024;card;32.82;Cappuccino
14/09/2024;card;32.82;Cappuccino
15/09/2024;card;18.12;Espresso
15/09/2024;card;27.92;Americano with Milk
15/09/2024;card;23.02;Americano
15/09/2024;card;23.02;Cortado
15/09/2024;card;23.02;Cortado
15/09/2024;card;32.82;Cappuccino
16/09/2024;card;32.82;Latte
16/09/2024;card;27.92;Americano with Milk
16/09/2024;card;32.82;Latte
16/09/2024;card;27.92;Americano with Milk
16/09/2024;card;32.82;Latte
16/09/2024;card;32.82;Latte
16/09/2024;card;32.82;Latte
16/09/2024;card;27.92;Americano with Milk
16/09/2024;card;32.82;Latte
16/09/2024;card;27.92;Americano with Milk
16/09/2024;card;27.92;Americano with Milk
17/09/2024;card;23.02;Cortado
17/09/2024;card;32.82;Latte
17/09/2024;card;27.92;Americano with Milk
17/09/2024;card;23.02;Cortado
17/09/2024;card;32.82;Cappuccino
17/09/2024;card;27.92;Americano with Milk
17/09/2024;card;27.92;Americano with Milk
17/09/2024;card;18.12;Espresso
17/09/2024;card;27.92;Americano with Milk
17/09/2024;card;32.82;Latte
17/09/2024;card;27.92;Americano with Milk
17/09/2024;card;23.02;Cortado
17/09/2024;card;32.82;Cappuccino
17/09/2024;card;32.82;Latte
17/09/2024;card;32.82;Hot Chocolate
17/09/2024;card;27.92;Americano with Milk
17/09/2024;card;27.92;Americano with Milk
17/09/2024;card;32.82;Latte
17/09/2024;card;27.92;Americano with Milk
17/09/2024;card;27.92;Americano with Milk
17/09/2024;card;27.92;Americano with Milk
17/09/2024;card;32.82;Hot Chocolate
17/09/2024;card;32.82;Hot Chocolate
18/09/2024;card;32.82;Latte
18/09/2024;card;32.82;Latte
18/09/2024;card;27.92;Americano with Milk
18/09/2024;card;27.92;Americano with Milk
19/09/2024;card;27.92;Americano with Milk
19/09/2024;card;23.02;Cortado
19/09/2024;card;32.82;Latte
19/09/2024;card;23.02;Americano
19/09/2024;card;27.92;Americano with Milk
19/09/2024;card;23.02;Cortado
20/09/2024;card;27.92;Americano with Milk
20/09/2024;card;27.92;Americano with Milk
20/09/2024;card;27.92;Americano with Milk
20/09/2024;card;32.82;Latte
20/09/2024;card;23.02;Americano
20/09/2024;card;27.92;Americano with Milk
20/09/2024;card;27.92;Americano with Milk
21/09/2024;card;32.82;Latte
21/09/2024;card;32.82;Cocoa
21/09/2024;card;23.02;Cortado
21/09/2024;card;23.02;Cortado
21/09/2024;card;32.82;Cappuccino
21/09/2024;card;32.82;Latte
21/09/2024;card;32.82;Latte
21/09/2024;card;32.82;Latte
21/09/2024;card;23.02;Americano
21/09/2024;card;23.02;Americano
21/09/2024;card;32.82;Latte
21/09/2024;card;32.82;Latte
21/09/2024;card;27.92;Americano with Milk
21/09/2024;card;23.02;Americano
21/09/2024;card;23.02;Americano
22/09/2024;card;23.02;Americano
22/09/2024;card;27.92;Americano with Milk
22/09/2024;card;32.82;Latte
22/09/2024;card;23.02;Cortado
22/09/2024;card;23.02;Cortado
22/09/2024;card;27.92;Americano with Milk
22/09/2024;card;23.02;Americano
22/09/2024;card;27.92;Americano with Milk
22/09/2024;card;27.92;Americano with Milk
22/09/2024;card;27.92;Americano with Milk
22/09/2024;card;27.92;Americano with Milk
22/09/2024;card;32.82;Latte
22/09/2024;card;27.92;Americano with Milk
22/09/2024;card;32.82;Cocoa
22/09/2024;card;32.82;Latte
22/09/2024;card;32.82;Cappuccino
22/09/2024;card;27.92;Americano with Milk
22/09/2024;card;27.92;Americano with Milk
22/09/2024;card;27.92;Americano with Milk
22/09/2024;card;27.92;Americano with Milk
22/09/2024;card;32.82;Hot Chocolate
22/09/2024;card;32.82;Hot Chocolate
22/09/2024;card;23.02;Americano
22/09/2024;card;27.92;Americano with Milk
23/09/2024;card;27.92;Americano with Milk
23/09/2024;card;23.02;Cortado
23/09/2024;card;23.02;Americano
23/09/2024;card;27.92;Americano with Milk
23/09/2024;card;32.82;Cappuccino
23/09/2024;card;23.02;Americano
23/09/2024;card;32.82;Latte
23/09/2024;card;32.82;Cappuccino
23/09/2024;card;27.92;Americano with Milk
23/09/2024;card;27.92;Americano with Milk
24/09/2024;card;27.92;Americano with Milk
24/09/2024;card;32.82;Latte
24/09/2024;card;32.82;Latte
24/09/2024;card;32.82;Latte
24/09/2024;card;32.82;Latte
24/09/2024;card;32.82;Latte
24/09/2024;card;23.02;Cortado
24/09/2024;card;32.82;Cappuccino
24/09/2024;card;32.82;Latte
24/09/2024;card;23.02;Americano
24/09/2024;card;23.02;Americano
24/09/2024;card;32.82;Hot Chocolate
24/09/2024;card;32.82;Latte
24/09/2024;card;27.92;Americano with Milk
24/09/2024;card;27.92;Americano with Milk
25/09/2024;card;32.82;Cappuccino
25/09/2024;card;23.02;Cortado
25/09/2024;card;27.92;Americano with Milk
25/09/2024;card;32.82;Latte
25/09/2024;card;27.92;Americano with Milk
25/09/2024;card;27.92;Americano with Milk
25/09/2024;card;27.92;Americano with Milk
25/09/2024;card;27.92;Americano with Milk
25/09/2024;card;23.02;Americano
25/09/2024;card;27.92;Americano with Milk
26/09/2024;card;32.82;Latte
26/09/2024;card;27.92;Americano with Milk
26/09/2024;card;18.12;Espresso
26/09/2024;card;32.82;Cappuccino
26/09/2024;card;32.82;Latte
26/09/2024;card;32.82;Latte
26/09/2024;card;32.82;Latte
26/09/2024;card;23.02;Cortado
26/09/2024;card;27.92;Americano with Milk
27/09/2024;card;27.92;Americano with Milk
27/09/2024;card;23.02;Cortado
27/09/2024;card;32.82;Cappuccino
27/09/2024;card;27.92;Americano with Milk
27/09/2024;card;27.92;Americano with Milk
27/09/2024;card;32.82;Cappuccino
27/09/2024;card;32.82;Cappuccino
27/09/2024;card;23.02;Americano
27/09/2024;card;27.92;Americano with Milk
27/09/2024;card;32.82;Latte
27/09/2024;card;32.82;Latte
27/09/2024;card;32.82;Cappuccino
27/09/2024;card;32.82;Cappuccino
27/09/2024;card;32.82;Cappuccino
27/09/2024;card;32.82;Cappuccino
27/09/2024;card;27.92;Americano with Milk
28/09/2024;card;27.92;Americano with Milk
28/09/2024;card;27.92;Americano with Milk
28/09/2024;card;35.76;Latte
28/09/2024;card;35.76;Latte
28/09/2024;card;30.86;Americano with Milk
28/09/2024;card;35.76;Latte
28/09/2024;card;35.76;Latte
28/09/2024;card;35.76;Cappuccino
28/09/2024;card;35.76;Cocoa
28/09/2024;card;25.96;Cortado
28/09/2024;card;35.76;Hot Chocolate
29/09/2024;card;25.96;Americano
29/09/2024;card;35.76;Cappuccino
29/09/2024;card;35.76;Cappuccino
29/09/2024;card;35.76;Cappuccino
29/09/2024;card;30.86;Americano with Milk
29/09/2024;card;35.76;Latte
29/09/2024;card;25.96;Cortado
29/09/2024;card;35.76;Latte
29/09/2024;card;35.76;Latte
29/09/2024;card;35.76;Cappuccino
29/09/2024;card;35.76;Latte
30/09/2024;card;25.96;Cortado
30/09/2024;card;25.96;Cortado
30/09/2024;card;35.76;Hot Chocolate
30/09/2024;card;30.86;Americano with Milk
30/09/2024;card;25.96;Cortado
30/09/2024;card;30.86;Americano with Milk
30/09/2024;card;30.86;Americano with Milk
30/09/2024;card;35.76;Latte
30/09/2024;card;30.86;Americano with Milk
30/09/2024;card;25.96;Cortado
30/09/2024;card;35.76;Latte
30/09/2024;card;30.86;Americano with Milk
30/09/2024;card;30.86;Americano with Milk
30/09/2024;card;30.86;Americano with Milk
01/10/2024;card;35.76;Latte
01/10/2024;card;30.86;Americano with Milk
01/10/2024;card;30.86;Americano with Milk
01/10/2024;card;30.86;Americano with Milk
01/10/2024;card;30.86;Americano with Milk
01/10/2024;card;30.86;Americano with Milk
01/10/2024;card;30.86;Americano with Milk
01/10/2024;card;25.96;Americano
01/10/2024;card;30.86;Americano with Milk
01/10/2024;card;35.76;Hot Chocolate
01/10/2024;card;25.96;Americano
01/10/2024;card;35.76;Latte
01/10/2024;card;35.76;Latte
01/10/2024;card;35.76;Hot Chocolate
01/10/2024;card;35.76;Hot Chocolate
02/10/2024;card;35.76;Latte
02/10/2024;card;25.96;Cortado
02/10/2024;card;30.86;Americano with Milk
02/10/2024;card;35.76;Latte
02/10/2024;card;30.86;Americano with Milk
02/10/2024;card;35.76;Cappuccino
02/10/2024;card;35.76;Cappuccino
02/10/2024;card;35.76;Hot Chocolate
02/10/2024;card;35.76;Hot Chocolate
02/10/2024;card;35.76;Hot Chocolate
02/10/2024;card;35.76;Hot Chocolate
03/10/2024;card;35.76;Cocoa
03/10/2024;card;30.86;Americano with Milk
03/10/2024;card;25.96;Cortado
03/10/2024;card;35.76;Hot Chocolate
03/10/2024;card;35.76;Hot Chocolate
03/10/2024;card;35.76;Hot Chocolate
03/10/2024;card;35.76;Cappuccino
03/10/2024;card;35.76;Hot Chocolate
04/10/2024;card;25.96;Americano
04/10/2024;card;25.96;Americano
04/10/2024;card;30.86;Americano with Milk
04/10/2024;card;25.96;Americano
04/10/2024;card;25.96;Cortado
04/10/2024;card;25.96;Cortado
04/10/2024;card;35.76;Latte
04/10/2024;card;35.76;Hot Chocolate
04/10/2024;card;35.76;Cocoa
05/10/2024;card;25.96;Cortado
05/10/2024;card;25.96;Cortado
05/10/2024;card;35.76;Cocoa
05/10/2024;card;35.76;Cappuccino
05/10/2024;card;25.96;Americano
05/10/2024;card;25.96;Americano
06/10/2024;card;25.96;Cortado
06/10/2024;card;35.76;Cappuccino
06/10/2024;card;25.96;Cortado
06/10/2024;card;35.76;Latte
06/10/2024;card;35.76;Latte
06/10/2024;card;35.76;Cappuccino
06/10/2024;card;30.86;Americano with Milk
06/10/2024;card;25.96;Americano
06/10/2024;card;35.76;Cappuccino
06/10/2024;card;30.86;Americano with Milk
06/10/2024;card;35.76;Latte
06/10/2024;card;35.76;Cappuccino
06/10/2024;card;35.76;Cappuccino
06/10/2024;card;21.06;Espresso
06/10/2024;card;30.86;Americano with Milk
06/10/2024;card;35.76;Hot Chocolate
06/10/2024;card;35.76;Hot Chocolate
06/10/2024;card;35.76;Hot Chocolate
06/10/2024;card;35.76;Hot Chocolate
06/10/2024;card;35.76;Latte
07/10/2024;card;35.76;Latte
07/10/2024;card;35.76;Latte
07/10/2024;card;30.86;Americano with Milk
07/10/2024;card;35.76;Cocoa
07/10/2024;card;35.76;Latte
07/10/2024;card;30.86;Americano with Milk
07/10/2024;card;25.96;Americano
07/10/2024;card;25.96;Americano
07/10/2024;card;35.76;Latte
07/10/2024;card;35.76;Hot Chocolate
07/10/2024;card;35.76;Hot Chocolate
07/10/2024;card;35.76;Latte
08/10/2024;card;35.76;Latte
08/10/2024;card;30.86;Americano with Milk
08/10/2024;card;25.96;Americano
08/10/2024;card;35.76;Latte
08/10/2024;card;35.76;Latte
08/10/2024;card;25.96;Americano
08/10/2024;card;25.96;Americano
08/10/2024;card;35.76;Latte
08/10/2024;card;35.76;Latte
08/10/2024;card;35.76;Latte
08/10/2024;card;35.76;Latte
08/10/2024;card;25.96;Americano
08/10/2024;card;30.86;Americano with Milk
08/10/2024;card;35.76;Hot Chocolate
08/10/2024;card;35.76;Cappuccino
08/10/2024;card;35.76;Latte
08/10/2024;card;30.86;Americano with Milk
08/10/2024;card;30.86;Americano with Milk
09/10/2024;card;35.76;Latte
09/10/2024;card;30.86;Americano with Milk
09/10/2024;card;30.86;Americano with Milk
09/10/2024;card;35.76;Latte
09/10/2024;card;21.06;Espresso
09/10/2024;card;25.96;Americano
09/10/2024;card;35.76;Latte
09/10/2024;card;30.86;Americano with Milk
09/10/2024;card;35.76;Cappuccino
09/10/2024;card;25.96;Americano
09/10/2024;card;21.06;Espresso
09/10/2024;card;35.76;Cappuccino
10/10/2024;card;25.96;Americano
10/10/2024;card;30.86;Americano with Milk
10/10/2024;card;35.76;Hot Chocolate
10/10/2024;card;35.76;Latte
10/10/2024;card;25.96;Cortado
10/10/2024;card;25.96;Cortado
10/10/2024;card;35.76;Latte
10/10/2024;card;35.76;Latte
10/10/2024;card;35.76;Cappuccino
10/10/2024;card;35.76;Latte
10/10/2024;card;25.96;Americano
10/10/2024;card;30.86;Americano with Milk
10/10/2024;card;35.76;Latte
10/10/2024;card;35.76;Hot Chocolate
10/10/2024;card;35.76;Hot Chocolate
11/10/2024;card;30.86;Americano with Milk
11/10/2024;card;35.76;Latte
11/10/2024;card;25.96;Cortado
11/10/2024;card;35.76;Latte
11/10/2024;card;35.76;Cocoa
11/10/2024;card;35.76;Cocoa
11/10/2024;card;30.86;Americano with Milk
11/10/2024;card;35.76;Hot Chocolate
11/10/2024;card;30.86;Americano with Milk
11/10/2024;card;25.96;Cortado
11/10/2024;card;25.96;Americano
11/10/2024;card;25.96;Americano
11/10/2024;card;30.86;Americano with Milk
11/10/2024;card;35.76;Latte
11/10/2024;card;25.96;Americano
11/10/2024;card;25.96;Americano
11/10/2024;card;35.76;Cocoa
11/10/2024;card;25.96;Americano
11/10/2024;card;35.76;Cappuccino
11/10/2024;card;35.76;Latte
11/10/2024;card;35.76;Hot Chocolate
11/10/2024;card;35.76;Hot Chocolate
11/10/2024;card;35.76;Latte
11/10/2024;card;30.86;Americano with Milk
11/10/2024;card;35.76;Hot Chocolate
11/10/2024;card;35.76;Hot Chocolate
12/10/2024;card;25.96;Cortado
12/10/2024;card;25.96;Cortado
12/10/2024;card;25.96;Cortado
12/10/2024;card;35.76;Latte
12/10/2024;card;30.86;Americano with Milk
12/10/2024;card;35.76;Cappuccino
12/10/2024;card;35.76;Latte
13/10/2024;card;25.96;Cortado
13/10/2024;card;30.86;Americano with Milk
13/10/2024;card;25.96;Cortado
13/10/2024;card;21.06;Espresso
13/10/2024;card;25.96;Cortado
13/10/2024;card;35.76;Latte
13/10/2024;card;35.76;Latte
13/10/2024;card;35.76;Cappuccino
13/10/2024;card;35.76;Cappuccino
14/10/2024;card;30.86;Americano with Milk
14/10/2024;card;35.76;Cocoa
14/10/2024;card;25.96;Cortado
14/10/2024;card;35.76;Latte
14/10/2024;card;35.76;Latte
14/10/2024;card;35.76;Cappuccino
14/10/2024;card;25.96;Americano
14/10/2024;card;25.96;Americano
14/10/2024;card;35.76;Latte
14/10/2024;card;35.76;Latte
14/10/2024;card;25.96;Americano
14/10/2024;card;35.76;Latte
14/10/2024;card;35.76;Cappuccino
14/10/2024;card;35.76;Latte
14/10/2024;card;35.76;Latte
14/10/2024;card;35.76;Latte
15/10/2024;card;25.96;Cortado
15/10/2024;card;21.06;Espresso
15/10/2024;card;35.76;Hot Chocolate
15/10/2024;card;35.76;Latte
15/10/2024;card;35.76;Hot Chocolate
15/10/2024;card;35.76;Latte
15/10/2024;card;30.86;Americano with Milk
15/10/2024;card;35.76;Latte
15/10/2024;card;25.96;Americano
15/10/2024;card;21.06;Espresso
15/10/2024;card;35.76;Hot Chocolate
15/10/2024;card;25.96;Americano
15/10/2024;card;35.76;Cocoa
15/10/2024;card;35.76;Latte
15/10/2024;card;35.76;Latte
15/10/2024;card;35.76;Hot Chocolate
15/10/2024;card;35.76;Hot Chocolate
15/10/2024;card;35.76;Latte
16/10/2024;card;30.86;Americano with Milk
16/10/2024;card;35.76;Hot Chocolate
16/10/2024;card;35.76;Latte
16/10/2024;card;30.86;Americano with Milk
16/10/2024;card;30.86;Americano with Milk
16/10/2024;card;30.86;Americano with Milk
16/10/2024;card;25.96;Americano
16/10/2024;card;30.86;Americano with Milk
16/10/2024;card;25.96;Americano
16/10/2024;card;35.76;Latte
16/10/2024;card;30.86;Americano with Milk
16/10/2024;card;30.86;Americano with Milk
16/10/2024;card;30.86;Americano with Milk
16/10/2024;card;35.76;Hot Chocolate
17/10/2024;card;35.76;Latte
17/10/2024;card;35.76;Latte
17/10/2024;card;30.86;Americano with Milk
17/10/2024;card;35.76;Latte
17/10/2024;card;35.76;Hot Chocolate
17/10/2024;card;30.86;Americano with Milk
17/10/2024;card;35.76;Latte
17/10/2024;card;25.96;Americano
17/10/2024;card;35.76;Hot Chocolate
17/10/2024;card;35.76;Hot Chocolate
17/10/2024;card;35.76;Latte
17/10/2024;card;35.76;Hot Chocolate
17/10/2024;card;35.76;Hot Chocolate
17/10/2024;card;35.76;Cappuccino
17/10/2024;card;35.76;Hot Chocolate
17/10/2024;card;35.76;Latte
17/10/2024;card;30.86;Americano with Milk
17/10/2024;card;35.76;Latte
17/10/2024;card;35.76;Latte
17/10/2024;card;35.76;Latte
17/10/2024;card;35.76;Hot Chocolate
18/10/2024;card;35.76;Cocoa
18/10/2024;card;35.76;Cocoa
18/10/2024;card;35.76;Cocoa
18/10/2024;card;35.76;Cocoa
18/10/2024;card;35.76;Cappuccino
18/10/2024;card;35.76;Cappuccino
18/10/2024;card;35.76;Latte
18/10/2024;card;35.76;Cappuccino
18/10/2024;card;25.96;Americano
18/10/2024;card;35.76;Latte
18/10/2024;card;35.76;Hot Chocolate
18/10/2024;card;35.76;Cocoa
18/10/2024;card;35.76;Cocoa
18/10/2024;card;30.86;Americano with Milk
18/10/2024;card;35.76;Latte
19/10/2024;card;30.86;Americano with Milk
19/10/2024;card;35.76;Latte
19/10/2024;card;35.76;Cappuccino
19/10/2024;card;35.76;Hot Chocolate
19/10/2024;card;35.76;Latte
19/10/2024;card;35.76;Latte
19/10/2024;card;35.76;Latte
19/10/2024;card;35.76;Cocoa
19/10/2024;card;35.76;Cappuccino
20/10/2024;card;35.76;Latte
20/10/2024;card;35.76;Cocoa
20/10/2024;card;35.76;Latte
20/10/2024;card;35.76;Hot Chocolate
20/10/2024;card;25.96;Cortado
20/10/2024;card;30.86;Americano with Milk
20/10/2024;card;35.76;Latte
20/10/2024;card;35.76;Latte
20/10/2024;card;35.76;Latte
20/10/2024;card;35.76;Cocoa
20/10/2024;card;35.76;Cocoa
20/10/2024;card;35.76;Hot Chocolate
20/10/2024;card;25.96;Cortado
20/10/2024;card;35.76;Cocoa
20/10/2024;card;35.76;Latte
20/10/2024;card;35.76;Cappuccino
21/10/2024;card;35.76;Latte
21/10/2024;card;35.76;Latte
21/10/2024;card;30.86;Americano with Milk
21/10/2024;card;35.76;Latte
21/10/2024;card;25.96;Americano
21/10/2024;card;25.96;Cortado
21/10/2024;card;25.96;Cortado
21/10/2024;card;21.06;Espresso
21/10/2024;card;35.76;Cappuccino
21/10/2024;card;35.76;Latte
21/10/2024;card;35.76;Latte
21/10/2024;card;30.86;Americano with Milk
21/10/2024;card;25.96;Cortado
21/10/2024;card;35.76;Cocoa
21/10/2024;card;35.76;Latte
21/10/2024;card;35.76;Hot Chocolate
21/10/2024;card;35.76;Latte
21/10/2024;card;35.76;Cocoa
21/10/2024;card;35.76;Hot Chocolate
22/10/2024;card;35.76;Latte
22/10/2024;card;35.76;Cappuccino
22/10/2024;card;30.86;Americano with Milk
22/10/2024;card;25.96;Cortado
22/10/2024;card;21.06;Espresso
22/10/2024;card;25.96;Cortado
22/10/2024;card;25.96;Americano
22/10/2024;card;35.76;Hot Chocolate
22/10/2024;card;35.76;Latte
23/10/2024;card;35.76;Latte
23/10/2024;card;30.86;Americano with Milk
23/10/2024;card;25.96;Cortado
23/10/2024;card;30.86;Americano with Milk
23/10/2024;card;30.86;Americano with Milk
23/10/2024;card;30.86;Americano with Milk
23/10/2024;card;35.76;Cappuccino
23/10/2024;card;21.06;Espresso
23/10/2024;card;35.76;Cocoa
23/10/2024;card;35.76;Cappuccino
23/10/2024;card;30.86;Americano with Milk
23/10/2024;card;35.76;Hot Chocolate
23/10/2024;card;35.76;Latte
24/10/2024;card;25.96;Americano
24/10/2024;card;35.76;Cappuccino
24/10/2024;card;35.76;Cappuccino
24/10/2024;card;35.76;Hot Chocolate
24/10/2024;card;35.76;Latte
24/10/2024;card;35.76;Latte
24/10/2024;card;35.76;Latte
24/10/2024;card;25.96;Americano
24/10/2024;card;25.96;Americano
24/10/2024;card;35.76;Latte
24/10/2024;card;25.96;Americano
24/10/2024;card;35.76;Hot Chocolate
24/10/2024;card;35.76;Hot Chocolate
24/10/2024;card;35.76;Hot Chocolate
24/10/2024;card;35.76;Cappuccino
25/10/2024;card;35.76;Cappuccino
25/10/2024;card;21.06;Espresso
25/10/2024;card;35.76;Cocoa
25/10/2024;card;35.76;Latte
25/10/2024;card;35.76;Cocoa
25/10/2024;card;25.96;Americano
25/10/2024;card;25.96;Americano
25/10/2024;card;30.86;Americano with Milk
25/10/2024;card;35.76;Cocoa
25/10/2024;card;35.76;Cocoa
25/10/2024;card;25.96;Cortado
25/10/2024;card;35.76;Latte
25/10/2024;card;35.76;Cappuccino
25/10/2024;card;35.76;Hot Chocolate
25/10/2024;card;21.06;Espresso
26/10/2024;card;35.76;Cappuccino
26/10/2024;card;25.96;Cortado
26/10/2024;card;35.76;Cappuccino
26/10/2024;card;25.96;Americano
26/10/2024;card;35.76;Cocoa
26/10/2024;card;35.76;Latte
26/10/2024;card;35.76;Latte
26/10/2024;card;30.86;Americano with Milk
26/10/2024;card;25.96;Cortado
26/10/2024;card;25.96;Cortado
26/10/2024;card;35.76;Latte
26/10/2024;card;35.76;Latte
26/10/2024;card;30.86;Americano with Milk
26/10/2024;card;30.86;Americano with Milk
26/10/2024;card;35.76;Cappuccino
26/10/2024;card;30.86;Americano with Milk
27/10/2024;card;30.86;Americano with Milk
27/10/2024;card;35.76;Latte
27/10/2024;card;30.86;Americano with Milk
27/10/2024;card;35.76;Cappuccino
27/10/2024;card;35.76;Latte
28/10/2024;card;35.76;Cappuccino
28/10/2024;card;25.96;Americano
28/10/2024;card;35.76;Latte
28/10/2024;card;30.86;Americano with Milk
28/10/2024;card;35.76;Latte
28/10/2024;card;35.76;Latte
28/10/2024;card;35.76;Hot Chocolate
28/10/2024;card;30.86;Americano with Milk
28/10/2024;card;35.76;Cappuccino
28/10/2024;card;30.86;Americano with Milk
28/10/2024;card;30.86;Americano with Milk
28/10/2024;card;30.86;Americano with Milk
28/10/2024;card;35.76;Latte
28/10/2024;card;35.76;Cocoa
28/10/2024;card;35.76;Cocoa
28/10/2024;card;35.76;Cappuccino
28/10/2024;card;30.86;Americano with Milk
28/10/2024;card;30.86;Americano with Milk
29/10/2024;card;35.76;Latte
29/10/2024;card;35.76;Latte
29/10/2024;card;35.76;Latte
29/10/2024;card;30.86;Americano with Milk
29/10/2024;card;21.06;Espresso
29/10/2024;card;25.96;Cortado
29/10/2024;card;25.96;Cortado
29/10/2024;card;35.76;Cappuccino
29/10/2024;card;35.76;Hot Chocolate
29/10/2024;card;35.76;Cocoa
29/10/2024;card;35.76;Cocoa
29/10/2024;card;30.86;Americano with Milk
29/10/2024;card;30.86;Americano with Milk
29/10/2024;card;30.86;Americano with Milk
29/10/2024;card;35.76;Cappuccino
29/10/2024;card;35.76;Hot Chocolate
29/10/2024;card;35.76;Latte
29/10/2024;card;35.76;Latte
30/10/2024;card;35.76;Latte
30/10/2024;card;30.86;Americano with Milk
30/10/2024;card;30.86;Americano with Milk
30/10/2024;card;35.76;Latte
30/10/2024;card;35.76;Latte
30/10/2024;card;35.76;Latte
30/10/2024;card;35.76;Latte
30/10/2024;card;25.96;Americano
30/10/2024;card;30.86;Americano with Milk
30/10/2024;card;25.96;Americano
30/10/2024;card;35.76;Latte
30/10/2024;card;35.76;Latte
30/10/2024;card;30.86;Americano with Milk
30/10/2024;card;35.76;Hot Chocolate
30/10/2024;card;30.86;Americano with Milk
30/10/2024;card;30.86;Americano with Milk
31/10/2024;card;35.76;Latte
31/10/2024;card;35.76;Latte
31/10/2024;card;30.86;Americano with Milk
31/10/2024;card;35.76;Latte
31/10/2024;card;30.86;Americano with Milk
01/11/2024;card;35.76;Cocoa
01/11/2024;card;25.96;Americano
01/11/2024;card;35.76;Latte
01/11/2024;card;35.76;Cocoa
01/11/2024;card;35.76;Cocoa
01/11/2024;card;25.96;Cortado
01/11/2024;card;30.86;Americano with Milk
02/11/2024;card;25.96;Cortado
02/11/2024;card;35.76;Cocoa
02/11/2024;card;30.86;Americano with Milk
02/11/2024;card;30.86;Americano with Milk
02/11/2024;card;35.76;Hot Chocolate
02/11/2024;card;35.76;Latte
02/11/2024;card;35.76;Latte
02/11/2024;card;30.86;Americano with Milk
02/11/2024;card;25.96;Americano
03/11/2024;card;25.96;Cortado
03/11/2024;card;30.86;Americano with Milk
03/11/2024;card;30.86;Americano with Milk
03/11/2024;card;35.76;Latte
03/11/2024;card;30.86;Americano with Milk
03/11/2024;card;35.76;Cocoa
03/11/2024;card;25.96;Americano
03/11/2024;card;30.86;Americano with Milk
03/11/2024;card;35.76;Hot Chocolate
03/11/2024;card;35.76;Hot Chocolate
03/11/2024;card;25.96;Americano
03/11/2024;card;25.96;Americano
03/11/2024;card;35.76;Cocoa
