date;cash_type;money;coffee_name
08/06/2024;card;27.92;Cortado
08/06/2024;card;32.82;Americano with Milk
08/06/2024;card;37.72;Cappuccino
08/06/2024;card;37.72;Cappuccino
09/06/2024;card;37.72;Latte
09/06/2024;card;37.72;Latte
09/06/2024;card;37.72;Cappuccino
09/06/2024;card;27.92;Cortado
09/06/2024;card;23.02;Espresso
09/06/2024;card;37.72;Cappuccino
09/06/2024;card;32.82;Americano with Milk
09/06/2024;card;37.72;Latte
09/06/2024;card;37.72;Latte
09/06/2024;card;27.92;Cortado
09/06/2024;card;37.72;Cappuccino
09/06/2024;card;32.82;Americano with Milk
09/06/2024;card;27.92;Americano
10/06/2024;card;37.72;Cappuccino
10/06/2024;card;37.72;Latte
10/06/2024;card;37.72;Hot Chocolate
10/06/2024;card;37.72;Hot Chocolate
10/06/2024;card;37.72;Latte
10/06/2024;card;37.72;Latte
11/06/2024;card;32.82;Americano with Milk
11/06/2024;card;37.72;Latte
11/06/2024;card;37.72;Latte
11/06/2024;card;37.72;Hot Chocolate
11/06/2024;card;32.82;Americano with Milk
11/06/2024;card;32.82;Americano with Milk
12/06/2024;card;37.72;Hot Chocolate
12/06/2024;card;37.72;Cappuccino
12/06/2024;card;37.72;Latte
12/06/2024;card;37.72;Latte
12/06/2024;card;37.72;Hot Chocolate
12/06/2024;card;32.82;Americano with Milk
13/06/2024;card;27.92;Americano
13/06/2024;card;37.72;Latte
13/06/2024;card;32.82;Americano with Milk
13/06/2024;card;27.92;Cortado
13/06/2024;card;32.82;Americano with Milk
13/06/2024;card;37.72;Hot Chocolate
13/06/2024;card;37.72;Latte
13/06/2024;card;32.82;Americano with Milk
13/06/2024;card;23.02;Espresso
13/06/2024;card;23.02;Espresso
13/06/2024;card;32.82;Americano with Milk
13/06/2024;card;32.82;Americano with Milk
14/06/2024;card;27.92;Cortado
14/06/2024;card;27.92;Americano
14/06/2024;card;37.72;Latte
14/06/2024;card;32.82;Americano with Milk
15/06/2024;card;37.72;Cappuccino
15/06/2024;card;37.72;Latte
15/06/2024;card;32.82;Americano with Milk
15/06/2024;card;23.02;Espresso
15/06/2024;card;37.72;Cocoa
15/06/2024;card;32.82;Americano with Milk
15/06/2024;card;32.82;Americano with Milk
15/06/2024;card;27.92;Americano
16/06/2024;card;32.82;Americano with Milk
16/06/2024;card;37.72;Latte
16/06/2024;card;37.72;Hot Chocolate
16/06/2024;card;37.72;Hot Chocolate
16/06/2024;card;32.82;Americano with Milk
16/06/2024;card;23.02;Espresso
16/06/2024;card;32.82;Americano with Milk
16/06/2024;card;32.82;Americano with Milk
16/06/2024;card;37.72;Hot Chocolate
16/06/2024;card;37.72;Hot Chocolate
16/06/2024;card;32.82;Americano with Milk
16/06/2024;card;32.82;Americano with Milk
17/06/2024;card;27.92;Americano
17/06/2024;card;27.92;Cortado
17/06/2024;card;27.92;Cortado
17/06/2024;card;37.72;Cappuccino
17/06/2024;card;37.72;Cappuccino
17/06/2024;card;37.72;Cappuccino
17/06/2024;card;37.72;Cappuccino
17/06/2024;card;27.92;Americano
17/06/2024;card;27.92;Americano
17/06/2024;card;32.82;Americano with Milk
18/06/2024;card;27.92;Americano
18/06/2024;card;37.72;Cappuccino
18/06/2024;card;37.72;Cappuccino
18/06/2024;card;37.72;Cappuccino
18/06/2024;card;27.92;Cortado
18/06/2024;card;32.82;Americano with Milk
18/06/2024;card;32.82;Americano with Milk
19/06/2024;card;37.72;Latte
19/06/2024;card;27.92;Cortado
19/06/2024;card;27.92;Americano
19/06/2024;card;37.72;Latte
19/06/2024;card;37.72;Cocoa
19/06/2024;card;32.82;Americano with Milk
19/06/2024;card;37.72;Cappuccino
19/06/2024;card;37.72;Latte
19/06/2024;card;32.82;Americano with Milk
19/06/2024;card;37.72;Cappuccino
19/06/2024;card;32.82;Americano with Milk
20/06/2024;card;37.72;Latte
20/06/2024;card;37.72;Latte
20/06/2024;card;37.72;Latte
20/06/2024;card;37.72;Latte
20/06/2024;card;37.72;Latte
20/06/2024;card;32.82;Americano with Milk
21/06/2024;card;37.72;Latte
21/06/2024;card;27.92;Americano
21/06/2024;card;32.82;Americano with Milk
21/06/2024;card;32.82;Americano with Milk
21/06/2024;card;23.02;Espresso
21/06/2024;card;37.72;Latte
21/06/2024;card;37.72;Cappuccino
21/06/2024;card;37.72;Cappuccino
21/06/2024;card;37.72;Cappuccino
21/06/2024;card;37.72;Cappuccino
21/06/2024;card;27.92;Americano
21/06/2024;card;32.82;Americano with Milk
22/06/2024;card;27.92;Cortado
22/06/2024;card;32.82;Americano with Milk
22/06/2024;card;32.82;Americano with Milk
22/06/2024;card;37.72;Latte
22/06/2024;card;37.72;Cappuccino
23/06/2024;card;32.82;Americano with Milk
23/06/2024;card;32.82;Americano with Milk
23/06/2024;card;37.72;Cappuccino
23/06/2024;card;37.72;Latte
23/06/2024;card;37.72;Cappuccino
24/06/2024;card;32.82;Americano with Milk
24/06/2024;card;37.72;Cappuccino
24/06/2024;card;37.72;Cappuccino
24/06/2024;card;37.72;Latte
24/06/2024;card;37.72;Cappuccino
24/06/2024;card;37.72;Cappuccino
25/06/2024;card;37.72;Latte
25/06/2024;card;32.82;Americano with Milk
25/06/2024;card;32.82;Americano with Milk
25/06/2024;card;37.72;Cappuccino
26/06/2024;card;37.72;Latte
26/06/2024;card;23.02;Espresso
26/06/2024;card;27.92;Americano
26/06/2024;card;37.72;Latte
26/06/2024;card;37.72;Cappuccino
26/06/2024;card;32.82;Americano with Milk
27/06/2024;card;32.82;Americano with Milk
27/06/2024;card;27.92;Cortado
27/06/2024;card;32.82;Americano with Milk
27/06/2024;card;37.72;Cappuccino
28/06/2024;card;27.92;Cortado
28/06/2024;card;23.02;Espresso
28/06/2024;card;32.82;Americano with Milk
28/06/2024;card;37.72;Latte
28/06/2024;card;37.72;Cappuccino
29/06/2024;card;32.82;Americano with Milk
29/06/2024;card;32.82;Americano with Milk
29/06/2024;card;32.82;Americano with Milk
29/06/2024;card;37.72;Cappuccino
29/06/2024;card;37.72;Cappuccino
29/06/2024;card;37.72;Cappuccino
29/06/2024;card;37.72;Hot Chocolate
29/06/2024;card;37.72;Latte
30/06/2024;card;37.72;Latte
30/06/2024;card;23.02;Espresso
30/06/2024;card;37.72;Hot Chocolate
30/06/2024;card;32.82;Americano with Milk
01/07/2024;card;23.02;Espresso
01/07/2024;card;37.72;Cappuccino
01/07/2024;card;37.72;Cappuccino
02/07/2024;card;32.82;Americano with Milk
02/07/2024;card;27.92;Americano
02/07/2024;card;37.72;Latte
02/07/2024;card;27.92;Americano
02/07/2024;card;32.82;Americano with Milk
02/07/2024;card;32.82;Americano with Milk
03/07/2024;card;32.82;Americano with Milk
03/07/2024;card;37.72;Cappuccino
03/07/2024;card;37.72;Cappuccino
03/07/2024;card;32.82;Americano with Milk
03/07/2024;card;32.82;Americano with Milk
03/07/2024;card;37.72;Latte
03/07/2024;card;23.02;Espresso
03/07/2024;card;37.72;Cappuccino
03/07/2024;card;37.72;Latte
04/07/2024;card;32.82;Americano with Milk
04/07/2024;card;27.92;Americano
05/07/2024;card;37.72;Cocoa
05/07/2024;card;32.82;Americano with Milk
05/07/2024;card;32.82;Americano with Milk
05/07/2024;card;23.02;Espresso
05/07/2024;card;27.92;Americano
05/07/2024;card;23.02;Espresso
05/07/2024;card;27.92;Americano
05/07/2024;card;27.92;Americano
05/07/2024;card;37.72;Cappuccino
05/07/2024;card;32.82;Americano with Milk
06/07/2024;card;37.72;Latte
06/07/2024;card;32.82;Latte
06/07/2024;card;32.82;Latte
06/07/2024;card;32.82;Latte
06/07/2024;card;27.92;Americano with Milk
07/07/2024;card;32.82;Cappuccino
07/07/2024;card;27.92;Americano with Milk
07/07/2024;card;27.92;Americano with Milk
07/07/2024;card;32.82;Cappuccino
07/07/2024;card;32.82;Cappuccino
07/07/2024;card;32.82;Hot Chocolate
07/07/2024;card;32.82;Cocoa
07/07/2024;card;32.82;Latte
07/07/2024;card;32.82;Cappuccino
07/07/2024;card;32.82;Hot Chocolate
07/07/2024;card;27.92;Americano with Milk
08/07/2024;card;32.82;Latte
08/07/2024;card;23.02;Americano
08/07/2024;card;23.02;Americano
08/07/2024;card;27.92;Americano with Milk
08/07/2024;card;32.82;Latte
09/07/2024;card;27.92;Americano with Milk
09/07/2024;card;27.92;Americano with Milk
09/07/2024;card;27.92;Americano with Milk
09/07/2024;card;32.82;Cappuccino
09/07/2024;card;27.92;Americano with Milk
10/07/2024;card;23.02;Americano
10/07/2024;card;27.92;Americano with Milk
10/07/2024;card;32.82;Latte
11/07/2024;card;32.82;Hot Chocolate
11/07/2024;card;27.92;Americano with Milk
11/07/2024;card;32.82;Latte
11/07/2024;card;23.02;Americano
12/07/2024;card;23.02;Cortado
12/07/2024;card;32.82;Hot Chocolate
12/07/2024;card;32.82;Hot Chocolate
12/07/2024;card;32.82;Hot Chocolate
12/07/2024;card;32.82;Hot Chocolate
13/07/2024;card;32.82;Latte
13/07/2024;card;32.82;Latte
14/07/2024;card;23.02;Americano
14/07/2024;card;27.92;Americano with Milk
14/07/2024;card;32.82;Cappuccino
14/07/2024;card;32.82;Latte
14/07/2024;card;23.02;Americano
14/07/2024;card;32.82;Latte
15/07/2024;card;32.82;Cappuccino
16/07/2024;card;27.92;Americano with Milk
16/07/2024;card;32.82;Hot Chocolate
17/07/2024;card;27.92;Americano with Milk
18/07/2024;card;27.92;Americano with Milk
18/07/2024;card;18.12;Espresso
18/07/2024;card;23.02;Americano
18/07/2024;card;23.02;Americano
18/07/2024;card;23.02;Cortado
18/07/2024;card;32.82;Latte
18/07/2024;card;32.82;Cappuccino
18/07/2024;card;32.82;Latte
18/07/2024;card;32.82;Hot Chocolate
18/07/2024;card;32.82;Latte
18/07/2024;card;32.82;Latte
19/07/2024;card;23.02;Americano
19/07/2024;card;27.92;Americano with Milk
19/07/2024;card;32.82;Latte
19/07/2024;card;27.92;Americano with Milk
19/07/2024;card;32.82;Latte
19/07/2024;card;32.82;Cocoa
19/07/2024;card;32.82;Latte
19/07/2024;card;32.82;Latte
20/07/2024;card;23.02;Americano
20/07/2024;card;32.82;Latte
20/07/2024;card;23.02;Americano
20/07/2024;card;32.82;Latte
20/07/2024;card;32.82;Latte
20/07/2024;card;23.02;Americano
20/07/2024;card;32.82;Latte
21/07/2024;card;32.82;Cocoa
21/07/2024;card;32.82;Cappuccino
21/07/2024;card;23.02;Cortado
21/07/2024;card;32.82;Latte
22/07/2024;card;23.02;Americano
22/07/2024;card;23.02;Americano
22/07/2024;card;27.92;Americano with Milk
22/07/2024;card;32.82;Latte
23/07/2024;card;32.82;Latte
23/07/2024;card;23.02;Americano
23/07/2024;card;27.92;Americano with Milk
23/07/2024;card;32.82;Cocoa
23/07/2024;card;32.82;Latte
23/07/2024;card;23.02;Americano
23/07/2024;card;27.92;Americano with Milk
23/07/2024;card;27.92;Americano with Milk
23/07/2024;card;32.82;Latte
23/07/2024;card;32.82;Latte
23/07/2024;card;23.02;Americano
23/07/2024;card;23.02;Americano
24/07/2024;card;27.92;Americano with Milk
24/07/2024;card;27.92;Americano with Milk
24/07/2024;card;18.12;Espresso
24/07/2024;card;32.82;Cappuccino
24/07/2024;card;32.82;Latte
24/07/2024;card;18.12;Espresso
24/07/2024;card;32.82;Latte
24/07/2024;card;32.82;Cappuccino
24/07/2024;card;32.82;Cappuccino
24/07/2024;card;27.92;Americano with Milk
24/07/2024;card;23.02;Americano
24/07/2024;card;23.02;Americano
25/07/2024;card;23.02;Americano
25/07/2024;card;32.82;Latte
25/07/2024;card;27.92;Americano with Milk
25/07/2024;card;23.02;Americano
25/07/2024;card;32.82;Cappuccino
25/07/2024;card;32.82;Cappuccino
25/07/2024;card;23.02;Cortado
25/07/2024;card;18.12;Espresso
25/07/2024;card;23.02;Cortado
25/07/2024;card;32.82;Cocoa
26/07/2024;card;32.82;Latte
26/07/2024;card;27.92;Americano with Milk
26/07/2024;card;18.12;Espresso
26/07/2024;card;23.02;Cortado
26/07/2024;card;23.02;Cortado
26/07/2024;card;32.82;Latte
26/07/2024;card;32.82;Latte
26/07/2024;card;27.92;Americano with Milk
26/07/2024;card;27.92;Americano with Milk
26/07/2024;card;32.82;Cappuccino
26/07/2024;card;32.82;Cappuccino
26/07/2024;card;32.82;Latte
26/07/2024;card;23.02;Americano
26/07/2024;card;32.82;Cappuccino
26/07/2024;card;32.82;Latte
26/07/2024;card;27.92;Americano with Milk
27/07/2024;card;32.82;Cappuccino
27/07/2024;card;27.92;Americano with Milk
27/07/2024;card;27.92;Americano with Milk
27/07/2024;card;18.12;Espresso
27/07/2024;card;27.92;Americano with Milk
27/07/2024;card;18.12;Espresso
27/07/2024;card;32.82;Latte
27/07/2024;card;32.82;Cappuccino
27/07/2024;card;32.82;Cappuccino
27/07/2024;card;27.92;Americano with Milk
27/07/2024;card;27.92;Americano with Milk
27/07/2024;card;32.82;Latte
27/07/2024;card;32.82;Cappuccino
28/07/2024;card;18.12;Espresso
28/07/2024;card;27.92;Americano with Milk
28/07/2024;card;32.82;Latte
29/07/2024;card;32.82;Latte
29/07/2024;card;23.02;Americano
29/07/2024;card;27.92;Americano with Milk
29/07/2024;card;23.02;Americano
29/07/2024;card;27.92;Americano with Milk
29/07/2024;card;32.82;Cappuccino
29/07/2024;card;32.82;Hot Chocolate
29/07/2024;card;32.82;Hot Chocolate
29/07/2024;card;32.82;Cappuccino
29/07/2024;card;23.02;Americano
29/07/2024;card;32.82;Cocoa
30/07/2024;card;27.92;Americano with Milk
30/07/2024;card;23.02;Cortado
30/07/2024;card;32.82;Cappuccino
30/07/2024;card;27.92;Americano with Milk
30/07/2024;card;23.02;Cortado
30/07/2024;card;27.92;Americano with Milk
30/07/2024;card;32.82;Latte
30/07/2024;card;23.02;Americano
30/07/2024;card;18.12;Espresso
30/07/2024;card;27.92;Americano with Milk
30/07/2024;card;27.92;Americano with Milk
30/07/2024;card;27.92;Americano with Milk
30/07/2024;card;27.92;Americano with Milk
30/07/2024;card;32.82;Latte
30/07/2024;card;27.92;Americano with Milk
30/07/2024;card;23.02;Cortado
30/07/2024;card;27.92;Americano with Milk
30/07/2024;card;18.12;Espresso
30/07/2024;card;27.92;Americano with Milk
30/07/2024;card;27.92;Americano with Milk
30/07/2024;card;27.92;Americano with Milk
30/07/2024;card;32.82;Latte
30/07/2024;card;23.02;Americano
30/07/2024;card;32.82;Cappuccino
31/07/2024;card;27.92;Americano with Milk
31/07/2024;card;27.92;Americano with Milk
31/07/2024;card;27.92;Americano with Milk
31/07/2024;card;23.02;Americano
31/07/2024;card;23.02;Americano
31/07/2024;card;27.92;Americano with Milk
31/07/2024;card;32.82;Cocoa
31/07/2024;card;32.82;Latte
31/07/2024;card;27.92;Americano with Milk
31/07/2024;card;23.02;Cortado
31/07/2024;card;32.82;Latte
31/07/2024;card;23.02;Cortado
31/07/2024;card;32.82;Latte
31/07/2024;card;32.82;Cocoa
31/07/2024;card;23.02;Cortado
31/07/2024;card;32.82;Latte
31/07/2024;card;32.82;Cappuccino
31/07/2024;card;23.02;Cortado
31/07/2024;card;27.92;Americano with Milk
31/07/2024;card;32.82;Latte
31/07/2024;card;32.82;Latte
31/07/2024;card;32.82;Latte
01/08/2024;card;27.92;Americano with Milk
01/08/2024;card;27.92;Americano with Milk
01/08/2024;card;27.92;Americano with Milk
01/08/2024;card;27.92;Americano with Milk
01/08/2024;card;23.02;Cortado
01/08/2024;card;32.82;Cappuccino
01/08/2024;card;32.82;Cappuccino
01/08/2024;card;27.92;Americano with Milk
01/08/2024;card;27.92;Americano with Milk
01/08/2024;card;23.02;Americano
01/08/2024;card;23.02;Americano
01/08/2024;card;32.82;Cappuccino
02/08/2024;card;27.92;Americano with Milk
02/08/2024;card;27.92;Americano with Milk
02/08/2024;card;23.02;Cortado
02/08/2024;card;27.92;Americano with Milk
02/08/2024;card;32.82;Latte
03/08/2024;card;27.92;Americano with Milk
03/08/2024;card;27.92;Americano with Milk
03/08/2024;card;27.92;Americano with Milk
03/08/2024;card;27.92;Americano with Milk
03/08/2024;card;23.02;Cortado
03/08/2024;card;23.02;Cortado
03/08/2024;card;18.12;Espresso
03/08/2024;card;27.92;Americano with Milk
03/08/2024;card;27.92;Americano with Milk
03/08/2024;card;27.92;Americano with Milk
03/08/2024;card;32.82;Cappuccino
03/08/2024;card;32.82;Latte
03/08/2024;card;32.82;Latte
04/08/2024;card;32.82;Cappuccino
04/08/2024;card;27.92;Americano with Milk
04/08/2024;card;32.82;Cappuccino
04/08/2024;card;27.92;Americano with Milk
04/08/2024;card;32.82;Cappuccino
04/08/2024;card;32.82;Cappuccino
05/08/2024;card;23.02;Cortado
05/08/2024;card;27.92;Americano with Milk
05/08/2024;card;23.02;Cortado
05/08/2024;card;32.82;Cappuccino
05/08/2024;card;32.82;Latte
05/08/2024;card;32.82;Latte
05/08/2024;card;32.82;Latte
05/08/2024;card;27.92;Americano with Milk
05/08/2024;card;32.82;Latte
05/08/2024;card;32.82;Latte
05/08/2024;card;32.82;Cocoa
05/08/2024;card;32.82;Cocoa
05/08/2024;card;27.92;Americano with Milk
06/08/2024;card;23.02;Cortado
06/08/2024;card;32.82;Hot Chocolate
06/08/2024;card;32.82;Cappuccino
06/08/2024;card;32.82;Latte
06/08/2024;card;32.82;Cocoa
06/08/2024;card;32.82;Latte
06/08/2024;card;27.92;Americano with Milk
06/08/2024;card;32.82;Latte
07/08/2024;card;27.92;Americano with Milk
07/08/2024;card;23.02;Americano
07/08/2024;card;23.02;Americano
07/08/2024;card;18.12;Espresso
07/08/2024;card;23.02;Americano
07/08/2024;card;32.82;Latte
07/08/2024;card;32.82;Cocoa
07/08/2024;card;32.82;Cappuccino
07/08/2024;card;32.82;Latte
07/08/2024;card;32.82;Latte
08/08/2024;card;18.12;Espresso
08/08/2024;card;23.02;Cortado
08/08/2024;card;27.92;Americano with Milk
08/08/2024;card;23.02;Cortado
08/08/2024;card;23.02;Cortado
08/08/2024;card;32.82;Cappuccino
08/08/2024;card;32.82;Cappuccino
08/08/2024;card;27.92;Americano with Milk
09/08/2024;card;32.82;Latte
09/08/2024;card;23.02;Americano
09/08/2024;card;23.02;Cortado
09/08/2024;card;27.92;Americano with Milk
09/08/2024;card;32.82;Latte
09/08/2024;card;23.02;Americano
09/08/2024;card;23.02;Americano
09/08/2024;card;32.82;Hot Chocolate
10/08/2024;card;32.82;Cappuccino
10/08/2024;card;27.92;Americano with Milk
10/08/2024;card;23.02;Cortado
10/08/2024;card;23.02;Cortado
10/08/2024;card;23.02;Americano
10/08/2024;card;32.82;Latte
10/08/2024;card;27.92;Americano with Milk
10/08/2024;card;32.82;Latte
10/08/2024;card;32.82;Cocoa
10/08/2024;card;32.82;Cocoa
10/08/2024;card;32.82;Cocoa
11/08/2024;card;32.82;Latte
11/08/2024;card;32.82;Latte
11/08/2024;card;27.92;Americano with Milk
11/08/2024;card;32.82;Cappuccino
11/08/2024;card;27.92;Americano with Milk
11/08/2024;card;23.02;Cortado
11/08/2024;card;32.82;Latte
11/08/2024;card;27.92;Americano with Milk
11/08/2024;card;32.82;Cocoa
11/08/2024;card;32.82;Cappuccino
11/08/2024;card;18.12;Espresso
11/08/2024;card;23.02;Cortado
11/08/2024;card;32.82;Latte
11/08/2024;card;32.82;Latte
11/08/2024;card;32.82;Cappuccino
12/08/2024;card;32.82;Hot Chocolate
12/08/2024;card;27.92;Americano with Milk
12/08/2024;card;23.02;Americano
12/08/2024;card;32.82;Latte
12/08/2024;card;32.82;Latte
12/08/2024;card;18.12;Espresso
12/08/2024;card;27.92;Americano with Milk
12/08/2024;card;27.92;Americano with Milk
12/08/2024;card;27.92;Americano with Milk
12/08/2024;card;27.92;Americano with Milk
12/08/2024;card;32.82;Latte
12/08/2024;card;32.82;Cappuccino
12/08/2024;card;32.82;Cappuccino
13/08/2024;card;27.92;Americano with Milk
13/08/2024;card;27.92;Americano with Milk
13/08/2024;card;27.92;Americano with Milk
13/08/2024;card;23.02;Cortado
13/08/2024;card;32.82;Latte
13/08/2024;card;27.92;Americano with Milk
13/08/2024;card;32.82;Latte
13/08/2024;card;32.82;Cappuccino
13/08/2024;card;27.92;Americano with Milk
13/08/2024;card;32.82;Latte
13/08/2024;card;32.82;Cocoa
13/08/2024;card;32.82;Cappuccino
13/08/2024;card;23.02;Cortado
14/08/2024;card;32.82;Latte
14/08/2024;card;32.82;Cappuccino
14/08/2024;card;23.02;Cortado
14/08/2024;card;18.12;Espresso
14/08/2024;card;23.02;Americano
14/08/2024;card;23.02;Americano
14/08/2024;card;32.82;Latte
14/08/2024;card;23.02;Americano
14/08/2024;card;23.02;Cortado
14/08/2024;card;27.92;Americano with Milk
14/08/2024;card;32.82;Latte
14/08/2024;card;23.02;Cortado
14/08/2024;card;32.82;Latte
15/08/2024;card;23.02;Cortado
15/08/2024;card;32.82;Cappuccino
15/08/2024;card;32.82;Hot Chocolate
15/08/2024;card;32.82;Latte
15/08/2024;card;32.82;Latte
15/08/2024;card;32.82;Latte
15/08/2024;card;23.02;Americano
15/08/2024;card;18.12;Espresso
15/08/2024;card;27.92;Americano with Milk
15/08/2024;card;32.82;Hot Chocolate
15/08/2024;card;27.92;Americano with Milk
15/08/2024;card;27.92;Americano with Milk
15/08/2024;card;23.02;Americano
15/08/2024;card;32.82;Cappuccino
15/08/2024;card;18.12;Espresso
15/08/2024;card;27.92;Americano with Milk
16/08/2024;card;32.82;Latte
16/08/2024;card;23.02;Americano
16/08/2024;card;27.92;Americano with Milk
16/08/2024;card;18.12;Espresso
16/08/2024;card;18.12;Espresso
17/08/2024;card;27.92;Americano with Milk
17/08/2024;card;32.82;Cappuccino
17/08/2024;card;27.92;Americano with Milk
17/08/2024;card;23.02;Cortado
17/08/2024;card;23.02;Cortado
17/08/2024;card;27.92;Americano with Milk
17/08/2024;card;23.02;Cortado
17/08/2024;card;32.82;Latte
17/08/2024;card;32.82;Cappuccino
17/08/2024;card;27.92;Americano with Milk
17/08/2024;card;32.82;Latte
18/08/2024;card;32.82;Cappuccino
18/08/2024;card;32.82;Cappuccino
18/08/2024;card;23.02;Cortado
18/08/2024;card;27.92;Americano with Milk
18/08/2024;card;32.82;Cappuccino
18/08/2024;card;27.92;Americano with Milk
18/08/2024;card;27.92;Americano with Milk
18/08/2024;card;27.92;Americano with Milk
18/08/2024;card;23.02;Americano
18/08/2024;card;23.02;Americano
19/08/2024;card;27.92;Americano with Milk
19/08/2024;card;27.92;Americano with Milk
19/08/2024;card;32.82;Latte
19/08/2024;card;32.82;Cocoa
20/08/2024;card;23.02;Cortado
20/08/2024;card;32.82;Latte
20/08/2024;card;18.12;Espresso
20/08/2024;card;23.02;Cortado
20/08/2024;card;27.92;Americano with Milk
20/08/2024;card;23.02;Americano
20/08/2024;card;23.02;Americano
20/08/2024;card;23.02;Americano
20/08/2024;card;32.82;Latte
20/08/2024;card;32.82;Latte
20/08/2024;card;32.82;Latte
20/08/2024;card;32.82;Latte
20/08/2024;card;32.82;Latte
21/08/2024;card;27.92;Americano with Milk
21/08/2024;card;23.02;Cortado
21/08/2024;card;23.02;Americano
21/08/2024;card;27.92;Americano with Milk
21/08/2024;card;23.02;Cortado
21/08/2024;card;32.82;Latte
21/08/2024;card;32.82;Latte
22/08/2024;card;23.02;Cortado
22/08/2024;card;27.92;Americano with Milk
22/08/2024;card;27.92;Americano with Milk
22/08/2024;card;32.82;Latte
22/08/2024;card;32.82;Latte
22/08/2024;card;32.82;Cappuccino
22/08/2024;card;23.02;Americano
23/08/2024;card;32.82;Latte
23/08/2024;card;23.02;Cortado
23/08/2024;card;32.82;Latte
23/08/2024;card;23.02;Americano
23/08/2024;card;23.02;Americano
23/08/2024;card;27.92;Americano with Milk
23/08/2024;card;32.82;Cocoa
23/08/2024;card;23.02;Americano
23/08/2024;card;23.02;Cortado
23/08/2024;card;32.82;Hot Chocolate
23/08/2024;card;23.02;Americano
23/08/2024;card;23.02;Americano
23/08/2024;card;32.82;Latte
24/08/2024;card;23.02;Cortado
24/08/2024;card;23.02;Cortado
24/08/2024;card;23.02;Cortado
24/08/2024;card;18.12;Espresso
24/08/2024;card;18.12;Espresso
24/08/2024;card;23.02;Americano
25/08/2024;card;23.02;Cortado
25/08/2024;card;23.02;Americano
25/08/2024;card;23.02;Americano
25/08/2024;card;32.82;Cappuccino
25/08/2024;card;32.82;Cappuccino
25/08/2024;card;32.82;Latte
26/08/2024;card;23.02;Cortado
26/08/2024;card;23.02;Americano
26/08/2024;card;23.02;Americano
26/08/2024;card;27.92;Americano with Milk
26/08/2024;card;32.82;Latte
26/08/2024;card;32.82;Cappuccino
26/08/2024;card;23.02;Americano
26/08/2024;card;23.02;Americano
26/08/2024;card;27.92;Americano with Milk
26/08/2024;card;32.82;Latte
26/08/2024;card;27.92;Americano with Milk
27/08/2024;card;32.82;Latte
28/08/2024;card;27.92;Americano with Milk
28/08/2024;card;32.82;Cappuccino
28/08/2024;card;23.02;Americano
28/08/2024;card;27.92;Americano with Milk
29/08/2024;card;23.02;Americano
30/08/2024;card;32.82;Latte
30/08/2024;card;27.92;Americano with Milk
30/08/2024;card;27.92;Americano with Milk
31/08/2024;card;23.02;Cortado
31/08/2024;card;27.92;Americano with Milk
31/08/2024;card;18.12;Espresso
31/08/2024;card;27.92;Americano with Milk
31/08/2024;card;23.02;Cortado
31/08/2024;card;23.02;Cortado
01/09/2024;card;23.02;Cortado
01/09/2024;card;32.82;Cappuccino
01/09/2024;card;27.92;Americano with Milk
01/09/2024;card;23.02;Americano
01/09/2024;card;27.92;Americano with Milk
01/09/2024;card;32.82;Latte
01/09/2024;card;27.92;Americano with Milk
01/09/2024;card;32.82;Latte
01/09/2024;card;32.82;Latte
01/09/2024;card;32.82;Latte
02/09/2024;card;32.82;Latte
02/09/2024;card;27.92;Americano with Milk
02/09/2024;card;32.82;Latte
02/09/2024;card;27.92;Americano with Milk
02/09/2024;card;32.82;Cappuccino
02/09/2024;card;32.82;Cocoa
02/09/2024;card;23.02;Americano
02/09/2024;card;23.02;Americano
03/09/2024;card;32.82;Cocoa
03/09/2024;card;32.82;Cappuccino
03/09/2024;card;32.82;Latte
03/09/2024;card;27.92;Americano with Milk
03/09/2024;card;32.82;Cappuccino
03/09/2024;card;32.82;Cocoa
03/09/2024;card;32.82;Cocoa
03/09/2024;card;27.92;Americano with Milk
03/09/2024;card;27.92;Americano with Milk
03/09/2024;card;32.82;Latte
03/09/2024;card;32.82;Cocoa
03/09/2024;card;23.02;Cortado
03/09/2024;card;27.92;Americano with Milk
03/09/2024;card;27.92;Americano with Milk
03/09/2024;card;27.92;Americano with Milk
03/09/2024;card;32.82;Latte
03/09/2024;card;27.92;Americano with Milk
04/09/2024;card;27.92;Americano with Milk
04/09/2024;card;32.82;Latte
04/09/2024;card;23.02;Americano
04/09/2024;card;27.92;Americano with Milk
04/09/2024;card;32.82;Latte
04/09/2024;card;32.82;Latte
04/09/2024;card;27.92;Americano with Milk
04/09/2024;card;32.82;Cappuccino
04/09/2024;card;27.92;Americano with Milk
04/09/2024;card;32.82;Latte
05/09/2024;card;27.92;Americano with Milk
05/09/2024;card;27.92;Americano with Milk
05/09/2024;card;23.02;Americano
05/09/2024;card;32.82;Latte
05/09/2024;card;32.82;Latte
05/09/2024;card;23.02;Americano
05/09/2024;card;27.92;Americano with Milk
05/09/2024;card;32.82;Cappuccino
05/09/2024;card;32.82;Cappuccino
05/09/2024;card;32.82;Cappuccino
05/09/2024;card;23.02;Americano
05/09/2024;card;32.82;Cappuccino
05/09/2024;card;27.92;Americano with Milk
05/09/2024;card;27.92;Americano with Milk
06/09/2024;card;32.82;Cappuccino
06/09/2024;card;32.82;Latte
06/09/2024;card;23.02;Americano
06/09/2024;card;18.12;Espresso
